order_ref,act_number,act_year,adopted_on,comune,measure,legal_basis,what_is_ordered,plants_ordered_removed,host_species_named,act_subject
DET-125-2024-FITO,125,2024,2024-10-03,Polignano a Mare,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,13,,Reg. (UE) 2020/1201 s.m.i.- D.Lgs 19 del 02/02/2021 ' D.G.R. n. 1866/2022 e s.m.i. Prescrizione di estirpazione di n. 13 piante infette da Xylella f. (art. 13 del Reg. (UE) 2020/1201) in agro di Polignano a Mare (BA) - Area delimitata a Xylella fastidiosa sottospecie Pauca ST 53 ' zona di applicazione di misure di contenimento
DET-126-2024-FITO,126,2024,2024-10-03,Castellana Grotte,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,1,,Reg. (UE) 2020/1201 s.m.i.- D.Lgs 19 del 02/02/2021 ' D.G.R. n. 1866/2022 e s.m.i. Prescrizione di estirpazione di n. 1 pianta infetta da Xylella f. (art. 13 del Reg. (UE) 2020/1201) in agro di Castellana Grotte (BA) - Area delimitata a Xylella fastidiosa sottospecie Pauca ST 53 ' zona di applicazione di misure di contenimento
DET-129-2024-FITO,129,2024,2024-10-09,Fasano,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,1,,Reg. (UE) 2020/1201 s.m.i.- D.Lgs 19 del 02/02/2021 ' D.G.R. n. 1866/2022 e s.m.i. Prescrizione di estirpazione di n. 1 pianta infetta da Xylella f. (art. 13 del Reg. (UE) 2020/1201) in agro di Fasano (BR) - Area delimitata a Xylella fastidiosa sottospecie Pauca ST 53 ' zona di applicazione di misure di contenimento
DET-135-2024-FITO,135,2024,2024-10-23,Santeramo in Colle,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. 1866/2022. Prescrizione di misure di eradicazione di 266 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Santeramo in Colle (BA) - Area delimitata a 'Xylella fastidiosa sottospecie -multiplex ST26- Santeramo in Colle"""
DET-138-2024-FITO,138,2024,2024-10-28,Triggiano,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",,,"Reg. (UE) 2020/1201 - D.Lgs 19 del 02/02/2021 ' D.G.R. 1866/2022. Prescrizione di misure di eradicazione di 6 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Triggiano - Area Delimitata Xylella fastidiosa sottospecie fastidiosa ST1."
DET-147-2024-FITO,147,2024,2024-11-05,Altamura,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. 1866/2022. Prescrizione di misure di eradicazione di 92 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Altamura (BA) - Area delimitata a 'Xylella fastidiosa sottospecie -multiplex ST26- Santeramo in Colle"""
DET-149-2024-FITO,149,2024,2024-11-12,Cassano delle Murge,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. 1866/2022. Prescrizione di misure di eradicazione di 16 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Cassano delle Murge (BA) - Area delimitata a 'Xylella fastidiosa sottospecie - multiplex ST26 - Santeramo in Colle"""
DET-151-2024-FITO,151,2024,2024-11-14,Noicattaro,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. 1866/2022. Prescrizione di misure di eradicazione di 10 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Noicattaro (BA) - Area delimitata a 'Xylella fastidiosa sottospecie -multiplex ST26- Noicattaro e Triggiano"""
DET-157-2024-FITO,157,2024,2024-11-15,Crispiano,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,5,,Reg. (UE) 2020/1201 s.m.i.- D.Lgs 19 del 02/02/2021 ' D.G.R. n. 1866/2022 e s.m.i. Prescrizione di estirpazione di n. 5 piante infette da Xylella f. (art. 13 del Reg. (UE) 2020/1201) in agro di Crispiano (TA) - Area delimitata a Xylella fastidiosa sottospecie Pauca ST 53 ' zona di applicazione di misure di contenimento
DET-162-2024-FITO,162,2024,2024-11-21,Bari,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. 1866/2022. Prescrizione di misure di eradicazione di 2 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Bari - Area delimitata a 'Xylella fastidiosa sottospecie -multiplex ST26- Noicattaro e Triggiano"""
DET-163-2024-FITO,163,2024,2024-11-21,Triggiano,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. 1866/2022. Prescrizione di misure di eradicazione di 1 pianta infetta, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, sita in agro di Triggiano (BA) - Area delimitata a 'Xylella fastidiosa sottospecie -multiplex ST26- Noicattaro e Triggiano"""
DET-165-2024-FITO,165,2024,2024-11-25,Altamura,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",,,"Rettifica dell'ALLEGATO 1/C della DDS N. 00147/2024 ""Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. 1866/2022. Prescrizione di misure di eradicazione di 92 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Altamura (BA) - Area delimitata a 'Xylella fastidiosa sottospecie -multiplex ST26- Santeramo in Colle"""
DET-166-2024-FITO,166,2024,2024-11-25,Massafra,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,38,,Reg. (UE) 2020/1201 s.m.i.- D.Lgs 19 del 02/02/2021 ' D.G.R. n. 1866/2022 e s.m.i. Prescrizione di estirpazione di n. 38 piante infette da Xylella f. (art. 13 del Reg. (UE) 2020/1201) in agro di Massafra (TA) - Area delimitata a Xylella fastidiosa sottospecie Pauca ST 53 ' zona di applicazione di misure di contenimento
DET-167-2024-FITO,167,2024,2024-11-25,Polignano a Mare,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,4,,Reg. (UE) 2020/1201 s.m.i.- D.Lgs 19 del 02/02/2021 ' D.G.R. n. 1866/2022 e s.m.i. Prescrizione di estirpazione di n. 4 piante infette da Xylella f. (art. 13 del Reg. (UE) 2020/1201) in agro di Polignano a Mare (BA) - Area delimitata a Xylella fastidiosa sottospecie Pauca ST 53 ' zona di applicazione di misure di contenimento
DET-177-2024-FITO,177,2024,2024-12-03,Crispiano,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,2,,Reg. (UE) 2020/1201 s.m.i.- D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1593 del 25/11/2024 - Prescrizione di estirpazione di n. 2 piante infette da Xylella f. (art. 13 del Reg. (UE) 2020/1201) in agro di Crispiano (TA) - Area delimitata a Xylella fastidiosa sottospecie Pauca ST 53 ' zona di applicazione di misure di contenimento
DET-179-2024-FITO,179,2024,2024-12-03,Triggiano,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",,,"Reg. (UE) 2020/1201 - D.Lgs 19 del 02/02/2021 ' D.G.R. 1593/2024. Prescrizione di misure di eradicazione di 9 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Triggiano - Area Delimitata Xylella fastidiosa sottospecie fastidiosa ST1."
DET-4-2025-FITO,4,2025,2025-01-23,Ginosa,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. N. 1593/2024. Prescrizione di misure di eradicazione di 1 pianta infetta, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Ginosa (TA) - Area delimitata a 'Xylella fastidiosa sottospecie -multiplex ST26- Ginosa"""
DET-6-2025-FITO,6,2025,2025-01-23,Santeramo in Colle,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",78,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. N. 1593/2024. Prescrizione di misure di eradicazione di n. 78 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Santeramo in Colle (BA) - Area delimitata a 'Xylella fastidiosa sottospecie -multiplex ST26- Santeramo in Colle"""
DET-8-2025-FITO,8,2025,2025-01-28,Alberobello,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,1,,Reg. (UE) 2020/1201 s.m.i.- D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1593 del 25/11/2024 - Prescrizione di estirpazione di n. 1 pianta infetta da Xylella f. (art. 13 del Reg. (UE) 2020/1201) in agro di Alberobello (BA) - Area delimitata a Xylella fastidiosa sottospecie Pauca ST 53 ' zona di applicazione di misure di contenimento
DET-9-2025-FITO,9,2025,2025-01-28,Crispiano,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,3,,Reg. (UE) 2020/1201 s.m.i.- D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1593 del 25/11/2024 - Prescrizione di estirpazione di n. 3 piante infette da Xylella f. (art. 13 del Reg. (UE) 2020/1201) in agro di Crispiano (TA) - Area delimitata a Xylella fastidiosa sottospecie Pauca ST 53 ' zona di applicazione di misure di contenimento
DET-10-2025-FITO,10,2025,2025-02-05,Altamura,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. N. 1593/2024. Prescrizione di misure di eradicazione di 29 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Altamura (BA) - Area delimitata a 'Xylella fastidiosa sottospecie -multiplex ST26- Santeramo in colle"""
DET-18-2025-FITO,18,2025,2025-02-12,Cassano delle Murge,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. N. 1593/2024. Prescrizione di misure di eradicazione di 14 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Cassano delle Murge (BA) - Area delimitata per 'Xylella fastidiosa sottospecie -multiplex ST26- Santeramo in Colle"""
DET-24-2025-FITO,24,2025,2025-02-20,Noci,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",2,,"Reg. (UE) 2020/1201 - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1593 del 25/11/2024. Prescrizione di misure di eradicazione di n. 2 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Noci (BA) - Area delimitata a Xylella fastidiosa sottospecie Pauca ST 53"
DET-31-2025-FITO,31,2025,2025-03-05,Bari,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",1,,"Reg. (UE) 2020/1201 - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1593 del 25/11/2024. Prescrizione di misure di eradicazione di n. 1 pianta infetta, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Bari - Area delimitata a ""Xylella fastidiosa sottospecie Pauca ST 53 - Bari"""
DET-43-2025-FITO,43,2025,2025-03-21,Triggiano,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",8,,"Reg. (UE) 2020/1201 ' D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1593 del 25/11/2024. Prescrizione di misure di eradicazione di n. 8 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Triggiano - Area delimitata per ""Xylella fastidiosa sottospecie fastidiosa ST1"""
DET-44-2025-FITO,44,2025,2025-03-21,Santeramo in Colle,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",2,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. N. 1593/2024. Prescrizione di misure di eradicazione di n. 2 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Santeramo in Colle (BA) - Area delimitata a 'Xylella fastidiosa sottospecie -multiplex ST26- Santeramo in Colle"""
DET-51-2025-FITO,51,2025,2025-03-31,Altamura,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",11,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. N. 1593/2024. Prescrizione di misure di eradicazione di n. 11 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Altamura (BA) - Area delimitata per 'Xylella fastidiosa sottospecie -multiplex ST26- Santeramo in Colle"""
DET-65-2025-FITO,65,2025,2025-04-18,Minervino Murge,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",1,,"Reg. (UE) 2020/1201 - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1593 del 25/11/2024. Prescrizione di misure di eradicazione di n. 1 pianta infetta, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, sita in agro di Minervino Murge (BT) - Area delimitata per ""Xylella fastidiosa sottospecie pauca - Minervino Murge"""
DET-72-2025-FITO,72,2025,2025-04-28,Cassano delle Murge,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",9,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. N. 1593/2024. Prescrizione di misure di eradicazione di n. 9 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Cassano delle Murge (BA) - Area delimitata per 'Xylella fastidiosa sottospecie -multiplex ST26- Santeramo in Colle"""
DET-77-2025-FITO,77,2025,2025-05-06,Bari,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",2,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. N. 1593/2024. Prescrizione di misure di eradicazione di n. 2 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Bari - Area delimitata per 'Xylella fastidiosa sottospecie -multiplex ST26- Noicattaro e Triggiano"""
DET-79-2025-FITO,79,2025,2025-05-07,Triggiano,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",6,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. N. 1593/2024. Prescrizione di misure di eradicazione di n. 6 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Triggiano (BA) - Area delimitata per 'Xylella fastidiosa sottospecie -multiplex ST26- Noicattaro e Triggiano"""
DET-80-2025-FITO,80,2025,2025-05-07,Noicattaro,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",9,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. N. 1593/2024. Prescrizione di misure di eradicazione di n. 9 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Noicattaro (BA) - Area delimitata per 'Xylella fastidiosa sottospecie -multiplex ST26- Noicattaro e Triggiano"""
DET-86-2025-FITO,86,2025,2025-05-14,Ginosa,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",2,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. N. 1593/2024. Prescrizione di misure di eradicazione di n. 2 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Ginosa (TA) - Area delimitata per 'Xylella fastidiosa sottospecie -multiplex ST26- Ginosa"""
DET-114-2025-FITO,114,2025,2025-06-25,Acquaviva delle Fonti,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",2,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. N. 1593/2024. Prescrizione di misure di eradicazione di n. 2 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Acquaviva delle Fonti (BA) - Area delimitata per 'Xylella fastidiosa sottospecie -multiplex ST26- Santeramo in Colle"""
DET-115-2025-FITO,115,2025,2025-06-25,Bisceglie,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",4,,"Reg. (UE) 2020/1201 - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1593 del 25/11/2024. Prescrizione di misure di eradicazione per n. 4 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Bisceglie (BT) - Area delimitata per ""Xylella fastidiosa sottospecie pauca - Bisceglie (BT)"""
DET-116-2025-FITO,116,2025,2025-06-26,Altamura,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",12,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. N. 1593/2024. Prescrizione di misure di eradicazione di n. 12 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Altamura (BA) - Area delimitata per 'Xylella fastidiosa sottospecie -multiplex ST26- Santeramo in Colle"""
DET-122-2025-FITO,122,2025,2025-07-02,Santeramo in Colle,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",1,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' D.G.R. N. 1593/2024. Prescrizione di misure di eradicazione di n. 1 pianta infetta, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, sita in agro di Santeramo in Colle (BA) - Area delimitata per 'Xylella fastidiosa sottospecie -multiplex ST26- Santeramo in Colle"""
DET-123-2025-FITO,123,2025,2025-07-02,Conversano,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",3,,"Reg. (UE) 2020/1201 - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1593 del 25/11/2024. Prescrizione di misure di eradicazione per n. 3 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Conversano (BA) - Area delimitata Xylella fastidiosa sottospecie pauca ST53"
DET-129-2025-FITO,129,2025,2025-07-14,Modugno,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",1,,"Reg. (UE) 2020/1201 - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1593 del 25/11/2024. Prescrizione di misure di eradicazione per n. 1 pianta infetta, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, sita in agro di Modugno (BA) - Area delimitata per ""Xylella fastidiosa sottospecie pauca - Modugno (BA)"""
DET-135-2025-FITO,135,2025,2025-07-24,Bari,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",8,,"Reg. (UE) 2020/1201 - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1593 del 25/11/2024. Prescrizione di misure di eradicazione per n. 8 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Bari - Area delimitata per ""Xylella fastidiosa sottospecie pauca - Modugno (BA)"""
DET-148-2025-FITO,148,2025,2025-08-13,Giovinazzo,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",1,,"Reg. (UE) 2020/1201 ' D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075 del 29/07/2025. Prescrizione di misure di eradicazione per n. 1 pianta infetta, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, sita in agro di Giovinazzo (BA) - Area delimitata per ""Xylella fastidiosa sottospecie pauca - Giovinazzo (BA)"""
DET-150-2025-FITO,150,2025,2025-08-19,Bisceglie,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",1,,"Reg. (UE) 2020/1201 ' D.Lgs 19 del 02/02/2021 ' DGR n. 1593/2024 - DGR n. 1075/2025. Prescrizione di misure di eradicazione per n. 1 pianta infetta, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, sita in agro di Bisceglie (BT) - Area delimitata per ""Xylella fastidiosa sottospecie pauca - Bisceglie (BT)"""
DET-151-2025-FITO,151,2025,2025-08-20,Putignano,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",10,,"Reg. (UE) 2020/1201 ' D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1593/2024 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione per n. 10 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Putignano (BA) - Area delimitata Xylella fastidiosa sottospecie pauca ST53"
DET-152-2025-FITO,152,2025,2025-08-20,Castellana Grotte,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,9,,Reg. (UE) 2020/1201 ' D.Lgs 19 del 02/02/2021 ' DGR n. 1593/2024 - DGR n. 1075/2025 - Prescrizione di estirpazione per n. 9 piante infette da Xylella f. (art. 13 del Reg. (UE) 2020/1201) site in agro di Castellana Grotte (BA) - Area delimitata a Xylella fastidiosa sottospecie Pauca ST 53 ' zona di applicazione di misure di contenimento
DET-153-2025-FITO,153,2025,2025-08-25,Bari,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",13,,"Reg. (UE) 2020/1201 - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1593/2024 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione per n. 13 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Bari - Area delimitata per ""Xylella fastidiosa sottospecie pauca - Modugno (BA)"""
DET-162-2025-FITO,162,2025,2025-10-03,Bari,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",1,,"Reg. (UE) 2020/1201 - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1593/2024 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione per n. 1 pianta infetta, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, sita in agro di Bari - Area delimitata per ""Xylella fastidiosa sottospecie pauca - Modugno (BA)"""
DET-173-2025-FITO,173,2025,2025-10-24,Cagnano Varano,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",47,,"Reg. (UE) 2020/1201 - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione per n. 47 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201 e s.m.i., site in agro di Cagnano Varano (FG) - Area delimitata per ""Xylella fastidiosa sottospecie pauca - Cagnano Varano (FG)"""
DET-201-2025-FITO,201,2025,2025-11-24,Cagnano Varano,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",106,,"Reg. (UE) 2020/1201 e s.m.i. - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione per n. 106 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201 e s.m.i., site in agro di Cagnano Varano (FG) - Area delimitata per ""Xylella fastidiosa sottospecie pauca - Cagnano Varano (FG)"""
DET-218-2025-FITO,218,2025,2025-12-10,Triggiano,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",8,,"Reg. (UE) 2020/1201 ' D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione di n. 8 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Triggiano - Area delimitata per ""Xylella fastidiosa sottospecie fastidiosa ST1"""
DET-232-2025-FITO,232,2025,2025-12-16,Capurso,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",4,,"Reg. (UE) 2020/1201 ' D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione di n. 4 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Capurso - Area delimitata per ""Xylella fastidiosa sottospecie fastidiosa ST1"""
DET-233-2025-FITO,233,2025,2025-12-16,Noicattaro,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",3,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' DGR n° 1075 del 29/07/2025. Prescrizione di misure di eradicazione di n. 3 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Noicattaro (BA) - Area delimitata per 'Xylella fastidiosa sottospecie -multiplex ST26- Noicattaro e Triggiano"""
DET-238-2025-FITO,238,2025,2025-12-22,Triggiano,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",2,,"Reg. (UE) 2020/1201 e s.m.i. - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione per n. 2 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201 e s.m.i., site in agro di Triggiano (BA) - Area delimitata per 'Xylella fastidiosa sottospecie ' Pauca ST53 - Bari '"
DET-3-2026-FITO,3,2026,2026-01-12,Bitonto,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",1,,"Reg. (UE) 2020/1201 e s.m.i. ' D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione per n. 1 pianta infetta, ai sensi dell'art. 7 del Reg. (UE) 2020/1201 e s.m.i., sita in agro di Bitonto (BA) - Area delimitata per ""Xylella fastidiosa sottospecie pauca - Modugno (BA)"""
DET-6-2026-FITO,6,2026,2026-01-19,Valenzano,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",16,,"Reg. (UE) 2020/1201 e s.m.i. - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione per n. 16 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201 e s.m.i., site in agro di Valenzano (BA) - Area delimitata per 'Xylella fastidiosa sottospecie ' Pauca ST53 ' Valenzano (BA) '"
DET-7-2026-FITO,7,2026,2026-01-22,Modugno,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",5,,"Reg. (UE) 2020/1201 e s.m.i. - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione per n. 5 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201 e s.m.i., site in agro di Modugno (BA) - Area delimitata per 'Xylella fastidiosa sottospecie pauca - Modugno (BA)'"
